"journal_title","title"
"Expert Opinion on Orphan Drugs",1
"Experiments in Fluids",17
"Experimental and Molecular Pathology",638
"Experimental and Molecular Medicine",1053
"Experimental and Computational Multiphase Flow",2
"Experimental and Applied Acarology",728
"Experimental Techniques",2
"Experimental Results",4
"Experimental Physiology",1029
"Experimental Parasitology",947
"Experimental Neurology",1589
"Experimental Neurobiology",147
"Experimental Mechanics",7
"Experimental Hematology and Oncology",206
"Experimental Hematology",596
"Experimental Eye Research",2006
"Experimental Economics",31
"Experimental Dermatology",670
"Experimental Cell Research",2423
"Experimental Brain Research",1912
"Experimental Biology and Medicine",99
"Experimental Astronomy",16
"ExRNA",4
"Evolutionary Intelligence",12
"Evolutionary Ecology",11
"Evolutionary Biology",16
"Evolutionary Bioinformatics",217
"Evolutionary Applications",936
"Evolutionary Anthropology",106
"Evolution; international journal of organic evolution",1413
"Evolution: Education and Outreach",13
"Evolution, Medicine and Public Health",180
"Evolution and Human Behavior",1
"Evolution and Development",69
"Evolution Psychiatrique",2
"Evolution Letters",241
"EvoDevo",157
"Evidence-based nursing",5
"Evidence-based Complementary and Alternative Medicine",7508
"Evidence-Based Mental Health",250
"Evidence-Based Dentistry",31
"Evaluation and Program Planning",684
"European urology oncology",411
"European radiology experimental",288
"European heart journal. Quality of care &amp; clinical outcomes",1
"European archives of paediatric dentistry : official journal of the European Academy of Paediatric Dentistry",460
"European Urology Open Science",1
"European Urology Focus",1064
"European Urology",1357
"European Thyroid Journal",155
"European Surgical Research",186
"European Stroke Journal",284
"European Spine Journal",2428
"European Sociological Review",2
"European Review of Aging and Physical Activity",134
"European Respiratory Review",465
"European Respiratory Journal",1700
"European Radiology",4763
"European Psychologist",2
"European Psychiatry",402
"European Policy Analysis",14
"European Physical Journal: Special Topics",57
"European Physical Journal Plus",95
"European Physical Journal E",848
"European Physical Journal D",10
"European Physical Journal C",550
"European Physical Journal B",17
"European Physical Journal A",16
"European Oral Research",49
"European Neuropsychopharmacology",899
"European Neurology",509
"European Journal of Vascular and Endovascular Surgery",1606
"European Journal of Trauma and Emergency Surgery",1398
"European Journal of Translational Myology",212
"European Journal of Surgical Oncology",2124
"European Journal of Soil Science",15
"European Journal of Social Psychology",19
"European Journal of Remote Sensing",4
"European Journal of Radiology Open",303
"European Journal of Radiology",2665
"European Journal of Psychotraumatology",385
"European Journal of Psychotherapy and Counselling",3
"European Journal of Psychiatry",12
"European Journal of Protistology",389
"European Journal of Preventive Cardiology",225
"European Journal of Population",167
"European Journal of Political Research",13
"European Journal of Plastic Surgery",67
"European Journal of Physiotherapy",1
"European Journal of Phycology",1
"European Journal of Pharmacology",4215
"European Journal of Pharmaceutics and Biopharmaceutics",1727
"European Journal of Pharmaceutical Sciences",2465
"European Journal of Personality",6
"European Journal of Pediatrics",1806
"European Journal of Pain",566
"European Journal of Paediatric Neurology",761
"European Journal of Orthopaedic Surgery and Traumatology",1485
"European Journal of Orthodontics",2
"European Journal of Oral Sciences",149
"European Journal of Oncology Nursing",678
"European Journal of Obstetrics, Gynecology and Reproductive Biology",2777
"European Journal of Obstetrics and Gynecology and Reproductive Biology: X",130
"European Journal of Nutrition",1750
"European Journal of Nuclear Medicine and Molecular Imaging",2070
"European Journal of Neuroscience",2147
"European Journal of Neurology",1775
"European Journal of Midwifery",173
"European Journal of Medicinal Chemistry",5952
"European Journal of Medical Research",652
"European Journal of Medical Genetics",1112
"European Journal of Lipid Science and Technology",1
"European Journal of Investigation in Health, Psychology and Education",304
"European Journal of Internal Medicine",1254
"European Journal of Integrative Medicine",24
"European Journal of Immunology",1118
"European Journal of Hybrid Imaging",122
"European Journal of Human Genetics",1352
"European Journal of Hospital Pharmacy",585
"European Journal of Histochemistry",309
"European Journal of Heart Failure",1010
"European Journal of Health Psychology",1
"European Journal of Health Law",4
"European Journal of Health Economics",692
"European Journal of Haematology",608
"European Journal of Forest Research",3
"European Journal of Epidemiology",646
"European Journal of Endocrinology",487
"European Journal of Education",6
"European Journal of Drug Metabolism and Pharmacokinetics",2
"European Journal of Developmental Psychology",1
"European Journal of Dental Education",448
"European Journal of Cultural and Political Sociology",1
"European Journal of Clinical Pharmacology",1171
"European Journal of Clinical Nutrition",1427
"European Journal of Clinical Microbiology and Infectious Diseases",1806
"European Journal of Clinical Investigation",944
"European Journal of Cell Biology",313
"European Journal of Case Reports in Internal Medicine",493
"European Journal of Cardiovascular Nursing",78
"European Journal of Cardio-thoracic Surgery",293
"European Journal of Cancer, Supplement",13
"European Journal of Cancer Care",809
"European Journal of Cancer",2142
"European Journal of Applied Physiology",1632
"European Journal for Philosophy of Science",39
"European Heart Journal: Acute Cardiovascular Care",52
"European Heart Journal Cardiovascular Imaging",132
"European Heart Journal - Case Reports",375
"European Heart Journal",206
"European Geriatric Medicine",589
"European Food Research and Technology",17
"European Endodontic Journal",97
"European Endocrinology",68
"European Eating Disorders Review",427
"European Clinical Respiratory Journal",94
"European Child and Adolescent Psychiatry",1091
"European Cardiology Review",111
"European Biophysics Journal",475
"European Archives of Psychiatry and Clinical Neuroscience",715
"European Archives of Oto-Rhino-Laryngology",3420
"European Annals of Otorhinolaryngology, Head and Neck Diseases",147
"European Addiction Research",225
"European Actuarial Journal",16
"European Accounting Review",1
"Europe's Journal of Psychology",278
"Europace",156
"Euro-Mediterranean Journal for Environmental Integration",14
"Eurasip Journal on Wireless Communications and Networking",31
"Eurasip Journal on Information Security",2
"Eurasip Journal on Image and Video Processing",9
"Eurasip Journal on Audio, Speech, and Music Processing",6
"Eurasip Journal on Advances in Signal Processing",25
"Eurasian Journal of Medicine",72
"Euphytica",24
"EuPA Open Proteomics",28
"Ethos",1
"Ethology Ecology and Evolution",1
"Ethology",9
"Ethnic and Racial Studies",2
"Ethical Theory and Moral Practice",6
"Estuaries and Coasts",6
"Essays in Biochemistry",178
"Esophagus",379
"Erkenntnis",14
"Equine Veterinary Journal",700
"Epilepsy and Behavior Reports",102
"Epilepsy and Behavior",3237
"Epilepsy Research",1209
"Epilepsia Open",304
"Epilepsia",1128
"Epigenomes",94
"Epigenetics and Chromatin",408
"Epigenetics Insights",45
"Epidemiology and health",92
"Epidemiologic Reviews",3
"Epidemiologic Methods",1
"Epidemiologia e servicos de saude : revista do Sistema Unico de Saude do Brasil",361
"Epidemics",353
"Enzyme and Microbial Technology",1008
"Enzyme Research",27
"Environmetrics",7
"Environmental and Resource Economics",1
"Environmental and Molecular Mutagenesis",360
"Environmental Toxicology and Pharmacology",1285
"Environmental Toxicology and Chemistry",1785
"Environmental Toxicology",1096
"Environmental Technology and Innovation",18
"Environmental Sciences Europe",132
"Environmental Science: Water Research and Technology",6
"Environmental Science: Atmospheres",19
"Environmental Science and Pollution Research",27570
"Environmental Science and Policy",18
"Environmental Science and Ecotechnology",104
"Environmental Research Letters",14
"Environmental Research",7385
"Environmental Progress and Sustainable Energy",5
"Environmental Pollution",11417
"Environmental Nanotechnology, Monitoring and Management",2
"Environmental Monitoring and Assessment",5476
"Environmental Modeling and Assessment",4
"Environmental Microbiomes",102
"Environmental Microbiology Reports",494
"Environmental Microbiology",2375
"Environmental Management",1051
"Environmental Innovation and Societal Transitions",4
"Environmental Health: A Global Access Science Source",737
"Environmental Health and Toxicology",47
"Environmental Health and Preventive Medicine",465
"Environmental Health Perspectives",469
"Environmental Health Insights",225
"Environmental Geochemistry and Health",1564
"Environmental Fluid Mechanics",9
"Environmental Evidence",7
"Environmental Epigenetics",129
"Environmental Epidemiology",169
"Environmental Entomology",118
"Environmental Engineering Science",25
"Environmental Education Research",1
"Environmental Earth Sciences",15
"Environmental Development",3
"Environmental Chemistry Letters",71
"Environmental Biology of Fishes",9
"Environmental Advances",10
"Environment, Development and Sustainability",230
"Environment international",4235
"Entropy",6249
"Entomological Research",1
"Entomologia Experimentalis et Applicata",1
"Entertainment Computing",2
"Enterprise Information Systems",1
"English Studies",1
"Engineering with Computers",10
"Engineering in Life Sciences",484
"Engineering Reports",5
"Engineering",44
"Enfermeria clinica (English Edition)",220
"Enfermeria Intensiva",31
"Enfermeria Clinica",89
"Enfermedades Infecciosas y Microbiologia Clinica",112
"Energy and Environmental Science",19
"Energy Science and Engineering",3
"Energy Informatics",3
"Energy Efficiency",20
"Energy Economics",21
"Energy",31
"Energies",4
"Endoscopic Ultrasound",9
"Endokrynologia Polska",316
"Endocrinology, Diabetes and Metabolism Case Reports",400
"Endocrinology, Diabetes and Metabolism",324
"Endocrinology and Metabolism",345
"Endocrinology",13
"Endocrinologia, Diabetes y Nutricion",83
"Endocrine-Related Cancer",147
"Endocrine, Metabolic and Immune Disorders - Drug Targets",88
"Endocrine and Metabolic Science",3
"Endocrine Reviews",3
"Endocrine Practice",342
"Endocrine Connections",269
"Endocrine",2046
"Empirical Research in Vocational Education and Training",8
"Empirical Economics",66
"Emotion, Space and Society",8
"Emerging topics in life sciences",18
"Emerging Themes in Epidemiology",67
"Emerging Microbes and Infections",335
"Emerging Contaminants",1
"Emergent Materials",31
"Emergency medicine practice",30
